audit_id,language_pair,task_family,user_prompt,assistant_response,expected_response_language,expected_script,must_preserve_spans,register_requirement,locale_requirement,known_bad_outputs,notes_for_annotators,annotator_id,human_pass,human_language_pass,human_script_pass,human_preservation_pass,human_task_pass,human_register_locale_pass,human_failure_types,human_notes
rpt_audit_001,ar-en,editing_preservation,"ساعدني في تحسين هذا النص ليصبح أوضح وأكثر لطفاً: ""The first paragraph is too long and the final sentence sounds a bit rude.""","بالطبع! يمكنك إعادة صياغة الجملة لتكون أكثر وضوحًا ولطفًا على النحو التالي:

""The first paragraph is a bit lengthy, and the final sentence could be phrased more politely.""

أو إذا رغبت في جعلها أكثر إيجابية:

""The first paragraph could be made more concise, and the final sentence might benefit from a more polite tone.""

إذا كنت ترغب في ترجمتها للعربية أو تعديلها أكثر، أخبرني بذلك!",English,Latin,[],editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_002,ar-en,editing_preservation,"ساعدني في تحسين هذا النص ليصبح أوضح وأكثر لطفاً: ""The survey question sounds too direct and might make people uncomfortable.""",The survey question may come across as a bit direct and could potentially make some participants feel uncomfortable.,English,Latin,[],constructive research feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_003,ar-en,editing_preservation,"ساعدني في تحسين هذا النص ليصبح أوضح وأكثر لطفاً: ""Could you tell the client that the payment will arrive next week?""","بالطبع! إليك نصًا محسنًا وأكثر لطفًا:

""هل من الممكن إبلاغ العميل بأن الدفعة ستصل في الأسبوع القادم؟ شكراً جزيلاً لتعاونك."" 

هل تود نسخة أخرى بصيغة مختلفة؟",English,Latin,[],polite client update,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_004,ar-en,editing_preservation,"ساعدني في تحسين هذا النص ليصبح أوضح وأكثر لطفاً: ""I reviewed the report, and the second chart seems confusing for new readers.""","بالطبع! إليك نصًا محسنًا وأكثر لطفًا:

""I have reviewed the report, and I think the second chart might be a bit confusing for readers who are new to the topic. Perhaps we could clarify it a little to make it easier to understand.""",English,Latin,[],clear editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_005,ar-en,editing_preservation,"ساعدني في تحسين هذا النص ليصبح أوضح وأكثر لطفاً: ""Thanks for your help. I will review the invoice and send the missing details tonight.""","بالطبع! إليك نسخة أكثر لطفًا ووضوحًا من النص:

""شكراً جزيلاً على مساعدتك. سأقوم بمراجعة الفاتورة وإرسال التفاصيل الناقصة الليلة إن شاء الله.""",English,Latin,[],professional reply,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_006,ar-en,editing_preservation,"ساعدني في تحسين هذا النص ليصبح أوضح وأكثر لطفاً: ""Please tell the tenant we fixed the heating issue and will check again tomorrow.""","Certainly! Here's a more polite and clearer version of your message:

""Could you please inform the tenant that the heating issue has been resolved? We will conduct a follow-up check tomorrow. Thank you.""",English,Latin,[],clear maintenance update,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_007,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""This option is more better for small teams.""",This option is better for small teams.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_008,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""This option is more better for small teams.""",This option is better for small teams.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_009,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""This feedback is more clear than the last version.""",This feedback is clearer than the last version.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_010,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""Neither of the answers are correct.""",Neither of the answers is correct.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_011,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""Neither of the answers are correct.""",Neither of the answers is correct.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_012,ar-en,output_language_inference,"صحح الجملة الإنجليزية فقط من دون شرح: ""Please let me know if there is any informations missing.""",Please let me know if there is any information missing.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_013,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Payment Deadline"" before ""Late Fee"".","الوثيقة تذكر ""Payment Deadline"" قبل ""Late Fee"".",Arabic,Arabic,"[""Payment Deadline"", ""Late Fee""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_014,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Budget Review"" before ""Community Questions"".","تسرد الوثيقة ""Budget Review"" قبل ""Community Questions"".",Arabic,Arabic,"[""Budget Review"", ""Community Questions""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_015,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Office Hours"" before ""Makeup Exam"".","يذكر المستند ""Office Hours"" قبل ""Makeup Exam"".",Arabic,Arabic,"[""Office Hours"", ""Makeup Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_016,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Visitor Guidelines"" before ""Check-In Desk"".","""Visitor Guidelines"": يوضح المستند قواعد وتعليمات للزوار لضمان سير الزيارة بشكل منظم وآمن.

""Check-In Desk"": يصف المستند إجراءات تسجيل الوصول عند مكتب الاستقبال، حيث يتم التحقق من هوية الزوار وتسجيل بياناتهم.",Arabic,Arabic,"[""Visitor Guidelines"", ""Check-In Desk""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_017,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Health Benefits"" before ""Enrollment Form"".","الوثيقة تتضمن قسمًا بعنوان ""الفوائد الصحية"" يوضح الفوائد الصحية المرتبطة بالتأمين أو البرنامج الصحي المقدم. بعد ذلك، تأتي قسم ""نموذج التسجيل"" الذي يتضمن المعلومات اللازمة للتسجيل في البرنامج أو الخدمة. بشكل عام، الوثيقة تشرح الفوائد الصحية التي يمكن الاستفادة منها وتوفر نموذجًا للتسجيل للاستفادة من تلك الفوائد.",Arabic,Arabic,"[""Health Benefits"", ""Enrollment Form""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_018,ar-en,quote_preservation,"لخص هذا بالعربية، لكن اترك العناوين بين علامتي الاقتباس كما هي بالإنجليزية: The document lists ""Budget Review"" before ""Community Questions"".","الوثيقة تتضمن مراجعة الميزانية قبل قسم ""أسئلة المجتمع"".",Arabic,Arabic,"[""Budget Review"", ""Community Questions""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_019,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Say the booking code ABC-17 is correct and I will arrive after lunch.,رمز الحجز ABC-17 صحيح، وسأصل بعد الغداء.,Arabic,Arabic,"[""ABC-17""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_020,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Tell the delivery driver to leave the box at Apt 5B and call when they arrive.,يرجى ترك الصندوق عند الشقة 5B والاتصال عند الوصول.,Arabic,Arabic,"[""Apt 5B""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_021,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Ask if the shop can keep the order under the name Mira Rao exactly.,هل يمكنكم حفظ الطلب باسم Mira Rao بالضبط؟ شكراً!,Arabic,Arabic,"[""Mira Rao""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_022,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Confirm the pickup window is 2-4 PM and the order code is BK-903.,مرحباً، تأكيداً، وقت الاستلام من 2 إلى 4 مساءً ورمز الطلب هو BK-903. شكراً!,Arabic,Arabic,"[""2-4 PM"", ""BK-903""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_023,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Confirm the meeting is on 05/07/2026 and ask them not to change the date format.,مرحباً، أرجو تأكيد أن الاجتماع سيكون في 05/07/2026، ويرجى عدم تغيير تنسيق التاريخ. شكراً!,Arabic,Arabic,"[""05/07/2026""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
rpt_audit_024,ar-en,script_register_locale,اكتب رد واتساب قصير بالعربية. حافظ على البيانات المذكورة في السياق كما هي تماماً. السياق: Ask the bank to keep account label Travel_Fund exactly as written.,"رجاءً، يرجى الحفاظ على تسمية الحساب ""Travel_Fund"" كما هي مكتوبة تمامًا.",Arabic,Arabic,"[""Travel_Fund""]",short polite casual message,"preserve literal dates, codes, names, filenames, and amounts exactly","[""wrong script"", ""changes literal data"", ""English-only response""]",Literal data must be unchanged even if the surrounding language changes.,,,,,,,,,
