item_id,model,condition,language_pair,task_family,ftga,rtt,resolved,unresolved,initially_failed,repair_success_1,repair_success_2,token_tax,first_failure_types
es_en_SA_001,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.491228070175439,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_001,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_002,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.5454545454545454,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_002,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_003,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.4915254237288136,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_003,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_004,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.5185185185185186,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_004,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_005,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.5357142857142856,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_005,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_006,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.508771929824561,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_006,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_007,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.537037037037037,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_007,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_008,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.508771929824561,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_008,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_009,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.5272727272727273,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_009,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_010,dry-model,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.5,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_010,dry-model,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SB_001,dry-model,baseline,es-en,output_language_inference,0,1,1,0,1,1,1,2.3529411764705883,['task_noncompletion']
es_en_SB_001,dry-model,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_002,dry-model,baseline,es-en,output_language_inference,0,1,1,0,1,1,1,2.411764705882353,['task_noncompletion']
es_en_SB_002,dry-model,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_003,dry-model,baseline,es-en,output_language_inference,0,1,1,0,1,1,1,2.46,['task_noncompletion']
es_en_SB_003,dry-model,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_004,dry-model,baseline,es-en,output_language_inference,0,1,1,0,1,1,1,2.3653846153846154,['task_noncompletion']
es_en_SB_004,dry-model,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
