item_id,model,condition,language_pair,task_family,ftga,rtt,resolved,unresolved,initially_failed,repair_success_1,repair_success_2,token_tax,first_failure_types
es_en_SA_006,gpt-4.1-nano,generic_helpfulness,es-en,editing_preservation,0,1,1,0,1,1,1,2.2699386503067487,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_007,gpt-4.1-nano,generic_helpfulness,es-en,editing_preservation,0,1,1,0,1,1,1,2.25625,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_008,gpt-4.1-nano,generic_helpfulness,es-en,editing_preservation,0,1,1,0,1,1,1,2.268292682926829,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_009,gpt-4.1-nano,generic_helpfulness,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_010,gpt-4.1-nano,generic_helpfulness,es-en,editing_preservation,0,1,1,0,1,1,1,2.252808988764045,"['wrong_output_language', 'task_noncompletion']"
es_en_SB_006,gpt-4.1-nano,generic_helpfulness,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_007,gpt-4.1-nano,generic_helpfulness,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_008,gpt-4.1-nano,generic_helpfulness,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_009,gpt-4.1-nano,generic_helpfulness,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_010,gpt-4.1-nano,generic_helpfulness,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SC_006,gpt-4.1-nano,generic_helpfulness,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_007,gpt-4.1-nano,generic_helpfulness,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_008,gpt-4.1-nano,generic_helpfulness,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_009,gpt-4.1-nano,generic_helpfulness,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_010,gpt-4.1-nano,generic_helpfulness,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SD_006,gpt-4.1-nano,generic_helpfulness,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_007,gpt-4.1-nano,generic_helpfulness,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_008,gpt-4.1-nano,generic_helpfulness,es-en,script_register_locale,0,3,0,1,1,0,0,3.691860465116279,['preservation_failure']
es_en_SD_009,gpt-4.1-nano,generic_helpfulness,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_010,gpt-4.1-nano,generic_helpfulness,es-en,script_register_locale,0,1,1,0,1,1,1,2.238372093023256,['preservation_failure']
hi_en_SA_006,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_007,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_008,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_009,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_010,gpt-4.1-nano,generic_helpfulness,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_006,gpt-4.1-nano,generic_helpfulness,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
