review_id,item_id,coverage_slice,language_pair,instruction_language,content_language,task_family,user_prompt,expected_response_language,expected_script,must_preserve_spans,required_any_markers,forbidden_markers,known_bad_outputs,register_requirement,locale_requirement,notes_for_reviewers,reviewer_id,reviewer_prompt_clear,reviewer_target_language_natural,reviewer_script_expectation_valid,reviewer_preservation_spans_valid,reviewer_known_bad_outputs_valid,reviewer_release_usable,reviewer_issue_types,reviewer_notes
rpt_v03_native_011,v03_en_ar_EP_001,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""أنهى الفريق المسودة، لكن الخاتمة تحتاج إلى توضيح قبل الإرسال.""",Arabic,Arabic,"[""المسودة"", ""الخاتمة""]","[""المسودة"", ""الخاتمة""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_012,v03_en_ar_EP_002,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""ستفتح المكتبة مبكرا يوم الاثنين لأن جلسة القراءة ستبدأ صباحا.""",Arabic,Arabic,"[""المكتبة"", ""جلسة القراءة""]","[""المكتبة"", ""جلسة القراءة""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_013,v03_en_ar_EP_003,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""وافق العميل على التصميم، لكنه طلب تعديلات في الغلاف.""",Arabic,Arabic,"[""العميل"", ""الغلاف""]","[""العميل"", ""الغلاف""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_014,v03_en_ar_EP_004,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""تقدم الصف في المشروع، لكن الملخص النهائي يحتاج إلى أمثلة.""",Arabic,Arabic,"[""المشروع"", ""الملخص النهائي""]","[""المشروع"", ""الملخص النهائي""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_015,v03_en_ar_EP_005,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""وصلت الحملة إلى عائلات جديدة وتلقت ملاحظات حول التقويم.""",Arabic,Arabic,"[""الحملة"", ""التقويم""]","[""الحملة"", ""التقويم""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_016,v03_en_ar_EP_006,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""أكد المكتب موعد الاجتماع، لكن الميزانية لم تعتمد بعد.""",Arabic,Arabic,"[""الاجتماع"", ""الميزانية""]","[""الاجتماع"", ""الميزانية""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_017,v03_en_ar_EP_007,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""شرح المعلم التمرين وطلب تسجيل التقدم اليومي.""",Arabic,Arabic,"[""التمرين"", ""التقدم اليومي""]","[""التمرين"", ""التقدم اليومي""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_018,v03_en_ar_EP_008,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""حدث المتجر المخزون وخصص مساحة للمنتجات المحلية.""",Arabic,Arabic,"[""المخزون"", ""المنتجات المحلية""]","[""المخزون"", ""المنتجات المحلية""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_019,v03_en_ar_EP_009,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""نشر المتحف البرنامج وأضاف جولة إرشادية في المساء.""",Arabic,Arabic,"[""البرنامج"", ""جولة إرشادية""]","[""البرنامج"", ""جولة إرشادية""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
rpt_v03_native_020,v03_en_ar_EP_010,english_instruction_arabic_content,en-ar,English,Arabic,editing_preservation,"Please polish this Arabic note while keeping the answer in Arabic and not translating it into English: ""أغلقت المؤسسة الاستبيان وستشارك النتائج في أغسطس.""",Arabic,Arabic,"[""الاستبيان"", ""النتائج""]","[""الاستبيان"", ""النتائج""]","[""Here is"", ""Claro"", ""प्रिय"", ""नमस्ते""]","[""translation into the instruction language"", ""English paraphrase of the target-language content"", ""omission or translation of preserved target-language terms""]",natural edited message in the target content language,,English instruction with Arabic target content. Synthetic scaffold only; requires native validation before claims.,,,,,,,,,
