item_id,model,condition,language_pair,task_family,ftga,rtt,resolved,unresolved,initially_failed,repair_success_1,repair_success_2,token_tax,first_failure_types
es_en_SA_001,gpt-4.1-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.6116504854368934,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_001,gpt-4.1-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.2033898305084745,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_002,gpt-4.1-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.6639344262295084,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_002,gpt-4.1-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.183406113537118,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_003,gpt-4.1-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.652173913043478,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_003,gpt-4.1-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.1914893617021276,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_004,gpt-4.1-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.681318681318681,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_004,gpt-4.1-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.1991525423728815,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_005,gpt-4.1-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.6774193548387095,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_005,gpt-4.1-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.1767241379310347,"['wrong_output_language', 'task_noncompletion']"
es_en_SB_001,gpt-4.1-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_001,gpt-4.1-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_002,gpt-4.1-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_002,gpt-4.1-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_003,gpt-4.1-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_003,gpt-4.1-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_004,gpt-4.1-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_004,gpt-4.1-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_005,gpt-4.1-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_005,gpt-4.1-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SC_001,gpt-4.1-mini,baseline,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_001,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_002,gpt-4.1-mini,baseline,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_002,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_003,gpt-4.1-mini,baseline,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_003,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_004,gpt-4.1-mini,baseline,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_004,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_005,gpt-4.1-mini,baseline,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_005,gpt-4.1-mini,contract,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SD_001,gpt-4.1-mini,baseline,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_001,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_002,gpt-4.1-mini,baseline,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_002,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_003,gpt-4.1-mini,baseline,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_003,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_004,gpt-4.1-mini,baseline,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_004,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_005,gpt-4.1-mini,baseline,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_005,gpt-4.1-mini,contract,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_001,gpt-4.1-mini,baseline,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_001,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_002,gpt-4.1-mini,baseline,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_002,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_003,gpt-4.1-mini,baseline,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_003,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_004,gpt-4.1-mini,baseline,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_004,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_005,gpt-4.1-mini,baseline,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SA_005,gpt-4.1-mini,contract,hi-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_001,gpt-4.1-mini,baseline,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_001,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_002,gpt-4.1-mini,baseline,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_002,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_003,gpt-4.1-mini,baseline,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_003,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_004,gpt-4.1-mini,baseline,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_004,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_005,gpt-4.1-mini,baseline,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SB_005,gpt-4.1-mini,contract,hi-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_001,gpt-4.1-mini,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_001,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_002,gpt-4.1-mini,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_002,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_003,gpt-4.1-mini,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_003,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_004,gpt-4.1-mini,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_004,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_005,gpt-4.1-mini,baseline,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SC_005,gpt-4.1-mini,contract,hi-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_001,gpt-4.1-mini,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_001,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_002,gpt-4.1-mini,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_002,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_003,gpt-4.1-mini,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_003,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_004,gpt-4.1-mini,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_004,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_005,gpt-4.1-mini,baseline,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
hi_en_SD_005,gpt-4.1-mini,contract,hi-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_001,gpt-4.1-mini,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.5625,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_001,gpt-4.1-mini,contract,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_002,gpt-4.1-mini,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.6732673267326734,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_002,gpt-4.1-mini,contract,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_003,gpt-4.1-mini,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.5982142857142856,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_003,gpt-4.1-mini,contract,ar-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
ar_en_SA_004,gpt-4.1-mini,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.621359223300971,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_004,gpt-4.1-mini,contract,ar-en,editing_preservation,0,1,1,0,1,1,1,2.2348178137651824,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
ar_en_SA_005,gpt-4.1-mini,baseline,ar-en,editing_preservation,0,1,1,0,1,1,1,2.6416666666666666,"['wrong_output_language', 'script_mismatch', 'task_noncompletion']"
