item_id,model,condition,language_pair,task_family,ftga,rtt,resolved,unresolved,initially_failed,repair_success_1,repair_success_2,token_tax,first_failure_types
es_en_SA_001,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.735042735042735,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_001,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.16017316017316,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_002,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.702970297029703,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_002,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.1473214285714284,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_003,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.625,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_003,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.1528384279475983,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_004,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.6865671641791047,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_004,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.15625,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_005,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.684684684684685,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_005,gpt-5.4-mini,contract,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_006,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.8702290076335877,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_006,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.151111111111111,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_007,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.6640625,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_007,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.146118721461187,['wrong_output_language']
es_en_SA_008,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.611111111111111,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_008,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.136986301369863,['wrong_output_language']
es_en_SA_009,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.596590909090909,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_009,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.150442477876106,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_010,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,1,0,1,1,1,2.641509433962264,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_010,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,1,0,1,1,1,2.1615720524017465,"['wrong_output_language', 'task_noncompletion']"
es_en_SB_001,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_001,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_002,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_002,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_003,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_003,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_004,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_004,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_005,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_005,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_006,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_006,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_007,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_007,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_008,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_008,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_009,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_009,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_010,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_010,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SC_001,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_001,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_002,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_002,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
