audit_id,language_pair,task_family,user_prompt,assistant_response,expected_response_language,expected_script,must_preserve_spans,register_requirement,locale_requirement,known_bad_outputs,notes_for_annotators,annotator_id,human_pass,human_language_pass,human_script_pass,human_preservation_pass,human_task_pass,human_register_locale_pass,human_failure_types,human_notes
rpt_audit_033,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""I reviewed the report, and the second chart seems confusing for new readers.""","Sure — here’s a more natural and polished version:

**“I reviewed the report, and the second chart may be confusing for new readers.”**

If you want, I can also make it sound more **formal**, **friendly**, or **professional**.",English,Latin,[],clear editing feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_034,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""The survey question sounds too direct and might make people uncomfortable.""","""The survey question sounds too direct and may make people uncomfortable.""",English,Latin,[],constructive research feedback,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_035,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""Could you tell the client that the payment will arrive next week?""","Sure — a natural and polished version would be:

**“Could you please let the client know that the payment is expected to arrive next week?”**

A slightly more professional option:

**“Please inform the client that the payment is expected to be received next week.”**",English,Latin,[],polite client update,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_036,hi-en,editing_preservation,"Is text ko natural aur polished bana do: ""I need to ask my manager for one more day to finish the slide deck.""",I need to ask my manager for an extra day to finish the slide deck.,English,Latin,[],polite workplace request,,"[""translation into instruction language"", ""explanation without rewriting""]",Instruction language differs from content language; output should preserve content language.,,,,,,,,,
rpt_audit_037,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""Please let me know if there is any informations missing.""",Please let me know if any information is missing.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_038,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""Each of the students have submitted their form.""",Each of the students has submitted their form.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_039,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""The data are not enough to support this claim.""",The data is insufficient to support this claim.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_040,hi-en,output_language_inference,"Sirf corrected English sentence do, explanation nahi: ""Please let me know if there is any informations missing.""",Please let me know if any information is missing.,English,Latin,[],corrected sentence only,,"[""translation"", ""explanation without corrected English sentence""]",Equivalent grammatical corrections are acceptable.,,,,,,,,,
rpt_audit_041,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Office Hours"" before ""Makeup Exam"".","Document mein pehle ""Office Hours"" aur uske baad ""Makeup Exam"" listed hai.",Hindi/Hinglish,Latin,"[""Office Hours"", ""Makeup Exam""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
rpt_audit_042,hi-en,quote_preservation,"Hindi mein short summary do, Latin script only. Quoted headings ko exactly English mein rakho: The document lists ""Visitor Guidelines"" before ""Check-In Desk"".","The document lists ""Visitor Guidelines"" before ""Check-In Desk"".",Hindi/Hinglish,Latin,"[""Visitor Guidelines"", ""Check-In Desk""]",neutral concise summary,,"[""translated quoted heading"", ""dropped quoted heading""]",The quoted headings are semantically translatable but must remain exact.,,,,,,,,,
