item_id,model,condition,language_pair,task_family,ftga,rtt,resolved,unresolved,initially_failed,repair_success_1,repair_success_2,token_tax,first_failure_types
es_en_SA_001,gpt-4.1-nano,content_preservation,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_002,gpt-4.1-nano,content_preservation,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_003,gpt-4.1-nano,content_preservation,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_004,gpt-4.1-nano,content_preservation,es-en,editing_preservation,0,1,1,0,1,1,1,2.281045751633987,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_005,gpt-4.1-nano,content_preservation,es-en,editing_preservation,0,1,1,0,1,1,1,2.2721518987341773,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_006,gpt-4.1-nano,content_preservation,es-en,editing_preservation,0,1,1,0,1,1,1,2.2913907284768213,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_007,gpt-4.1-nano,content_preservation,es-en,editing_preservation,0,3,0,1,1,0,0,1.0,['wrong_output_language']
es_en_SA_008,gpt-4.1-nano,content_preservation,es-en,editing_preservation,0,1,1,0,1,1,1,2.2818791946308723,"['wrong_output_language', 'task_noncompletion']"
es_en_SA_009,gpt-4.1-nano,content_preservation,es-en,editing_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SA_010,gpt-4.1-nano,content_preservation,es-en,editing_preservation,0,1,1,0,1,1,1,2.278787878787879,"['wrong_output_language', 'task_noncompletion']"
es_en_SB_001,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_002,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_003,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_004,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_005,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_006,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_007,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_008,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_009,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SB_010,gpt-4.1-nano,content_preservation,es-en,output_language_inference,1,0,1,0,0,0,0,1.0,[]
es_en_SC_001,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_002,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_003,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_004,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_005,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_006,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_007,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_008,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_009,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SC_010,gpt-4.1-nano,content_preservation,es-en,quote_preservation,1,0,1,0,0,0,0,1.0,[]
es_en_SD_001,gpt-4.1-nano,content_preservation,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_002,gpt-4.1-nano,content_preservation,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
es_en_SD_003,gpt-4.1-nano,content_preservation,es-en,script_register_locale,1,0,1,0,0,0,0,1.0,[]
